Entity,Year,Code,Male (males suffering from depression),Female (females suffering from depression),Male Population,Female Population,Percentage of Male Suffering from Depression,Percentage of Female Suffering from Depression
United States Virgin Islands,2010,VIR,1496.962647,2445.984562,50800,55348,2.95%,4.42%
United States Virgin Islands,2011,VIR,1498.264136,2455.997609,50594,55254,2.96%,4.44%
United States Virgin Islands,2012,VIR,1503.323069,2461.74476,50414,55140,2.98%,4.46%
United States Virgin Islands,2013,VIR,1507.683156,2474.384155,50276,55032,3.00%,4.50%
United States Virgin Islands,2014,VIR,1516.9367,2492.01971,50166,54947,3.02%,4.54%
United States Virgin Islands,2015,VIR,1522.275786,2504.123375,50075,54900,3.04%,4.56%
United States Virgin Islands,2016,VIR,1527.120792,2523.653858,50024,54884,3.05%,4.60%
Uruguay,1990,URY,36095.35394,65775.71654,1508497,1601492,2.39%,4.11%
Uruguay,1991,URY,36438.62017,66087.41106,1518371,1613677,2.40%,4.10%
Uruguay,1992,URY,36923.53876,66515.03094,1528915,1625931,2.42%,4.09%
Uruguay,1993,URY,37388.09491,67112.67917,1539931,1638225,2.43%,4.10%
Uruguay,1994,URY,37871.29401,67522.72665,1551118,1650488,2.44%,4.09%
Uruguay,1995,URY,38417.84059,68136.86237,1562191,1662613,2.46%,4.10%
Uruguay,1996,URY,39034.21046,68998.18785,1573269,1674768,2.48%,4.12%
Uruguay,1997,URY,39598.20242,69903.05873,1584230,1686784,2.50%,4.14%
Uruguay,1998,URY,40263.09124,70845.29767,1594216,1697907,2.53%,4.17%
Uruguay,1999,URY,40870.76987,71710.92343,1602189,1707131,2.55%,4.20%
Uruguay,2000,URY,41470.63724,72533.95349,1607436,1713808,2.58%,4.23%
Uruguay,2001,URY,41759.49323,73127.33416,1609553,1717559,2.59%,4.26%
Uruguay,2002,URY,41974.47034,73457.41109,1608964,1718805,2.61%,4.27%
Uruguay,2003,URY,42166.686,73965.85177,1606941,1718694,2.62%,4.30%
Uruguay,2004,URY,42409.25844,74472.37705,1605252,1718845,2.64%,4.33%
Uruguay,2005,URY,42647.62565,74961.29941,1605187,1720425,2.66%,4.36%
Uruguay,2006,URY,42890.03943,75350.93249,1607195,1723848,2.67%,4.37%
Uruguay,2007,URY,43143.81769,75728.54066,1610949,1728804,2.68%,4.38%
Uruguay,2008,URY,43567.71059,76279.62391,1615999,1734830,2.70%,4.40%
Uruguay,2009,URY,43895.3471,76924.42384,1621599,1741159,2.71%,4.42%
Uruguay,2010,URY,44427.75348,77610.54428,1627196,1747221,2.73%,4.44%
Uruguay,2011,URY,44773.71841,78420.84681,1632687,1752937,2.74%,4.47%
Uruguay,2012,URY,45156.22302,79093.72621,1638288,1758490,2.76%,4.50%
Uruguay,2013,URY,45529.78446,79767.25377,1644052,1763957,2.77%,4.52%
Uruguay,2014,URY,46046.59903,80628.75251,1650066,1769485,2.79%,4.56%
Uruguay,2015,URY,46554.88253,81470.45033,1656400,1775155,2.81%,4.59%
Uruguay,2016,URY,46919.93809,82236.87779,1663035,1780977,2.82%,4.62%
Uzbekistan,1990,UZB,188730.1816,291358.0405,10123258,10339206,1.86%,2.82%
Uzbekistan,1991,UZB,193343.6953,296847.3671,10375524,10575869,1.86%,2.81%
Uzbekistan,1992,UZB,198538.7023,302659.5377,10631856,10811600,1.87%,2.80%
Uzbekistan,1993,UZB,204911.7877,310682.7541,10887151,11044539,1.88%,2.81%
Uzbekistan,1994,UZB,210440.4726,316661.1856,11134656,11272501,1.89%,2.81%
Uzbekistan,1995,UZB,217073.9402,325061.8761,11369461,11493811,1.91%,2.83%
Uzbekistan,1996,UZB,222550.371,331948.7419,11590479,11708432,1.92%,2.84%
Uzbekistan,1997,UZB,228473.5591,340427.8304,11798985,11916508,1.94%,2.86%
Uzbekistan,1998,UZB,235101.2781,348194.3582,11995380,12117036,1.96%,2.87%
Uzbekistan,1999,UZB,240591.1752,357912.0494,12180855,12308915,1.98%,2.91%
Uzbekistan,2000,UZB,247140.698,365884.8245,12356996,12491925,2.00%,2.93%
Uzbekistan,2001,UZB,252730.9963,373778.649,12523252,12665282,2.02%,2.95%
Uzbekistan,2002,UZB,258534.0224,381693.3538,12681164,12830713,2.04%,2.97%
Uzbekistan,2003,UZB,264001.386,391156.5565,12837028,12993635,2.06%,3.01%
Uzbekistan,2004,UZB,269252.1115,400211.0599,12999038,13161292,2.07%,3.04%
Uzbekistan,2005,UZB,275293.8181,409339.3013,13173199,13338995,2.09%,3.07%
Uzbekistan,2006,UZB,281140.4933,417408.392,13361713,13528544,2.10%,3.09%
Uzbekistan,2007,UZB,286851.6898,424888.6343,13563483,13728891,2.11%,3.09%
Uzbekistan,2008,UZB,292030.1236,432456.4968,13777001,13938823,2.12%,3.10%
Uzbekistan,2009,UZB,298750.0924,439929.4758,13999342,14155958,2.13%,3.11%
Uzbekistan,2010,UZB,304639.9388,448102.8326,14228018,14378270,2.14%,3.12%
Uzbekistan,2011,UZB,309405.2904,456156.5044,14462722,14605504,2.14%,3.12%
Uzbekistan,2012,UZB,315339.9928,464590.9599,14703260,14837554,2.14%,3.13%
Uzbekistan,2013,UZB,320668.9707,473514.5273,14947205,15072533,2.15%,3.14%
Uzbekistan,2014,UZB,325890.7652,481906.591,15191497,15308128,2.15%,3.15%
Uzbekistan,2015,UZB,331122.8548,490437.5393,15433638,15542379,2.15%,3.16%
Uzbekistan,2016,UZB,335779.8111,497906.7552,15672430,15774359,2.14%,3.16%
Vanuatu,1990,VUT,1580.824966,1916.253736,75409,71224,2.10%,2.69%
Vanuatu,1991,VUT,1637.620684,1982.550195,77460,73319,2.11%,2.70%
Vanuatu,1992,VUT,1698.155735,2050.323168,79707,75539,2.13%,2.71%
Vanuatu,1993,VUT,1760.632667,2121.270436,82032,77782,2.15%,2.73%
Vanuatu,1994,VUT,1821.794426,2194.969121,84265,79943,2.16%,2.75%
Vanuatu,1995,VUT,1882.926758,2263.144941,86304,81931,2.18%,2.76%
Vanuatu,1996,VUT,1924.255389,2309.737027,88090,83715,2.18%,2.76%
Vanuatu,1997,VUT,1961.759549,2355.817386,89679,85331,2.19%,2.76%
Vanuatu,1998,VUT,1994.386896,2405.054101,91183,86889,2.19%,2.77%
Vanuatu,1999,VUT,2031.911481,2455.267873,92802,88543,2.19%,2.77%
Vanuatu,2000,VUT,2082.661497,2514.237372,94639,90418,2.20%,2.78%
Vanuatu,2001,VUT,2136.145623,2581.419097,96761,92524,2.21%,2.79%
Vanuatu,2002,VUT,2200.648202,2664.790842,99100,94854,2.22%,2.81%
Vanuatu,2003,VUT,2273.087573,2752.538956,101617,97347,2.24%,2.83%
Vanuatu,2004,VUT,2338.416816,2847.687399,104205,99940,2.24%,2.85%
Vanuatu,2005,VUT,2410.395277,2938.573957,106801,102576,2.26%,2.86%
Vanuatu,2006,VUT,2491.542175,3046.55879,109389,105249,2.28%,2.89%
Vanuatu,2007,VUT,2565.086483,3145.606613,111986,107971,2.29%,2.91%
Vanuatu,2008,VUT,2636.729266,3248.599072,114606,110732,2.30%,2.93%
Vanuatu,2009,VUT,2713.899685,3355.445066,117264,113523,2.31%,2.96%
Vanuatu,2010,VUT,2791.974597,3464.497147,119970,116340,2.33%,2.98%
Vanuatu,2011,VUT,2844.399368,3559.281606,122708,119162,2.32%,2.99%
Vanuatu,2012,VUT,2916.130419,3665.806247,125492,121989,2.32%,3.01%
Vanuatu,2013,VUT,2988.961156,3780.307416,128309,124839,2.33%,3.03%
Vanuatu,2014,VUT,3065.390776,3888.110931,131144,127704,2.34%,3.04%
Vanuatu,2015,VUT,3137.320893,3995.381973,134007,130596,2.34%,3.06%
Vanuatu,2016,VUT,3220.953284,4116.795678,136884,133521,2.35%,3.08%
Venezuela,1990,VEN,192881.4671,267154.9904,10007671,9854286,1.93%,2.71%
Venezuela,1991,VEN,198942.6727,274666.8866,10242221,10089852,1.94%,2.72%
Venezuela,1992,VEN,205470.1603,282902.501,10475106,10323970,1.96%,2.74%
Venezuela,1993,VEN,212075.6814,291503.224,10706382,10557069,1.98%,2.76%
Venezuela,1994,VEN,219128.0912,300769.5016,10936405,10789945,2.00%,2.79%
Venezuela,1995,VEN,226395.8515,309620.779,11165454,11023213,2.03%,2.81%
Venezuela,1996,VEN,233246.0672,318616.4538,11393318,11256781,2.05%,2.83%
Venezuela,1997,VEN,240845.1584,327783.7618,11619789,11490391,2.07%,2.85%
Venezuela,1998,VEN,247692.3577,337353.5214,11845156,11724302,2.09%,2.88%
Venezuela,1999,VEN,254142.8269,346560.4125,12069841,11958849,2.11%,2.90%
Venezuela,2000,VEN,262754.3904,356967.1299,12294127,12194220,2.14%,2.93%
Venezuela,2001,VEN,269566.1666,365815.9933,12518025,12430444,2.15%,2.94%
Venezuela,2002,VEN,276280.6794,375291.8842,12741380,12667323,2.17%,2.96%
Venezuela,2003,VEN,283559.0516,384969.3601,12964093,12904425,2.19%,2.98%
Venezuela,2004,VEN,291003.4993,395271.2861,13186015,13141213,2.21%,3.01%
Venezuela,2005,VEN,298017.2602,405089.4379,13406970,13377195,2.22%,3.03%
Venezuela,2006,VEN,305728.5653,414684.2291,13626953,13612210,2.24%,3.05%
Venezuela,2007,VEN,313371.7543,423781.6753,13845821,13846150,2.26%,3.06%
Venezuela,2008,VEN,321269.848,434333.9103,14063086,14078627,2.28%,3.09%
Venezuela,2009,VEN,328617.1754,443624.2707,14278102,14309222,2.30%,3.10%
Venezuela,2010,VEN,337148.5935,453676.0817,14490428,14537620,2.33%,3.12%
Venezuela,2011,VEN,344517.3884,462949.7318,14699756,14763528,2.34%,3.14%
Venezuela,2012,VEN,350668.6672,472406.2198,14906152,14986917,2.35%,3.15%
Venezuela,2013,VEN,357929.1942,482990.0187,15109908,15207941,2.37%,3.18%
Venezuela,2014,VEN,364899.5885,493624.1609,15311496,15426871,2.38%,3.20%
Venezuela,2015,VEN,372521.76,503200.5179,15511223,15643911,2.40%,3.22%
Venezuela,2016,VEN,379544.9377,513756.963,15709156,15859027,2.42%,3.24%
Vietnam,1990,VNM,586019.9397,1096554.023,33583931,34625680,1.74%,3.17%
Vietnam,1991,VNM,600048.1808,1121196.911,34310428,35360480,1.75%,3.17%
Vietnam,1992,VNM,615194.9627,1147735.462,35036124,36094328,1.76%,3.18%
Vietnam,1993,VNM,631543.0293,1174992.991,35746708,36813718,1.77%,3.19%
Vietnam,1994,VNM,646254.74,1201877.907,36423773,37501301,1.77%,3.20%
Vietnam,1995,VNM,665367.6354,1232936.926,37054254,38144724,1.80%,3.23%
Vietnam,1996,VNM,679743.4609,1263851.406,37633576,38739144,1.81%,3.26%
Vietnam,1997,VNM,697424.1614,1296059.011,38165510,39287820,1.83%,3.30%
Vietnam,1998,VNM,710692.4606,1334410.142,38656062,39796839,1.84%,3.35%
Vietnam,1999,VNM,729542.8852,1370958.729,39115170,40276214,1.87%,3.40%
Vietnam,2000,VNM,747108.0909,1407669.166,39551406,40734159,1.89%,3.46%
Vietnam,2001,VNM,767211.2437,1442834.764,39966572,41173350,1.92%,3.50%
Vietnam,2002,VNM,783882.8256,1470340.79,40362239,41594263,1.94%,3.53%
Vietnam,2003,VNM,798734.7321,1501037.378,40746888,42000776,1.96%,3.57%
Vietnam,2004,VNM,816519.0225,1528298.887,41130691,42396982,1.99%,3.60%
Vietnam,2005,VNM,834288.46,1560321.515,41521818,42787019,2.01%,3.65%
Vietnam,2006,VNM,849938.7456,1586140.939,41922948,43171667,2.03%,3.67%
Vietnam,2007,VNM,868954.7455,1614416.093,42335314,43554274,2.05%,3.71%
Vietnam,2008,VNM,887313.6104,1643997.265,42763471,43944332,2.07%,3.74%
Vietnam,2009,VNM,905518.537,1672640.813,43211927,44353480,2.10%,3.77%
Vietnam,2010,VNM,922616.8703,1703335.053,43683064,44789442,2.11%,3.80%
Vietnam,2011,VNM,941065.3213,1729745.4,44179795,45256851,2.13%,3.82%
Vietnam,2012,VNM,959253.3352,1754216.794,44699598,45752282,2.15%,3.83%
Vietnam,2013,VNM,980692.1329,1782369.75,45232418,46265306,2.17%,3.85%
Vietnam,2014,VNM,999382.7467,1809465.824,45764246,46780670,2.18%,3.87%
Vietnam,2015,VNM,1018886.965,1836229.565,46284563,47287006,2.20%,3.88%
Vietnam,2016,VNM,1039789.417,1863825.604,46788870,47780196,2.22%,3.90%
Wales,1990,NA,49368.63492,83037.16421,NA,NA,NA,NA
Wales,1991,NA,49708.05758,83073.72066,NA,NA,NA,NA
Wales,1992,NA,49771.74532,83244.11185,NA,NA,NA,NA
Wales,1993,NA,50022.60702,83301.68814,NA,NA,NA,NA
Wales,1994,NA,50148.61459,83491.10364,NA,NA,NA,NA
Wales,1995,NA,50322.3491,83411.48131,NA,NA,NA,NA
Wales,1996,NA,50303.45802,83504.73548,NA,NA,NA,NA
Wales,1997,NA,50408.39764,83322.31663,NA,NA,NA,NA
Wales,1998,NA,50443.39567,83326.45801,NA,NA,NA,NA
Wales,1999,NA,50364.78121,83096.49698,NA,NA,NA,NA
Wales,2000,NA,50455.21876,83457.09668,NA,NA,NA,NA
Wales,2001,NA,50202.16902,83087.60207,NA,NA,NA,NA
Wales,2002,NA,50246.68547,82853.01489,NA,NA,NA,NA
Wales,2003,NA,50472.20064,82497.93993,NA,NA,NA,NA
Wales,2004,NA,50687.4045,82485.56105,NA,NA,NA,NA
Wales,2005,NA,50859.22142,81935.79313,NA,NA,NA,NA
Wales,2006,NA,51146.33483,82373.17068,NA,NA,NA,NA
Wales,2007,NA,51505.56772,82676.06951,NA,NA,NA,NA
Wales,2008,NA,51756.65981,82953.67252,NA,NA,NA,NA
Wales,2009,NA,51989.27986,83019.98111,NA,NA,NA,NA
Wales,2010,NA,52181.00029,82978.96255,NA,NA,NA,NA
Wales,2011,NA,52549.17613,83239.58842,NA,NA,NA,NA
Wales,2012,NA,52634.43352,83497.08056,NA,NA,NA,NA
Wales,2013,NA,52834.79492,83936.51554,NA,NA,NA,NA
Wales,2014,NA,53157.55668,84087.86202,NA,NA,NA,NA
Wales,2015,NA,53444.85251,84486.06297,NA,NA,NA,NA
Wales,2016,NA,53718.79597,84915.23018,NA,NA,NA,NA
Western Europe,1990,NA,5899968.675,11230757.81,85603986,90285993,6.89%,12.44%
Western Europe,1991,NA,5926310.69,11232658.75,86128145,90736847,6.88%,12.38%
Western Europe,1992,NA,5960138.966,11239909.45,86662642,91221500,6.88%,12.32%
Western Europe,1993,NA,5986218.653,11239309.57,87184714,91707454,6.87%,12.26%
Western Europe,1994,NA,6007579.14,11240672.77,87666567,92151856,6.85%,12.20%
Western Europe,1995,NA,6030459.92,11235037.26,88089521,92525357,6.85%,12.14%
Western Europe,1996,NA,6047994.911,11238429.82,88440710,92812162,6.84%,12.11%
Western Europe,1997,NA,6059461.679,11238890.38,88727019,93023215,6.83%,12.08%
Western Europe,1998,NA,6075500.609,11247142.88,88974310,93188677,6.83%,12.07%
Western Europe,1999,NA,6089609.94,11252252.46,89220376,93353488,6.83%,12.05%
Western Europe,2000,NA,6116828.121,11272093.52,89492459,93549727,6.84%,12.05%
Western Europe,2001,NA,6137258.298,11296917.89,89801496,93789414,6.83%,12.04%
Western Europe,2002,NA,6158445.906,11332708.55,90138896,94061951,6.83%,12.05%
Western Europe,2003,NA,6186534.355,11371337.3,90488982,94349909,6.84%,12.05%
Western Europe,2004,NA,6215532.703,11418660.29,90827204,94626150,6.84%,12.07%
Western Europe,2005,NA,6246144.684,11464802.13,91137301,94872362,6.85%,12.08%
Western Europe,2006,NA,6301788.592,11564847.14,91412663,95081552,6.89%,12.16%
Western Europe,2007,NA,6357687.917,11668979.53,91663335,95264257,6.94%,12.25%
Western Europe,2008,NA,6410314.244,11774022.84,91909111,95440366,6.97%,12.34%
Western Europe,2009,NA,6463584.388,11870891.19,92177937,95638182,7.01%,12.41%
Western Europe,2010,NA,6509861.345,11965351.76,92489006,95877095,7.04%,12.48%
Western Europe,2011,NA,6533205.567,12012273.4,92848153,96163475,7.04%,12.49%
Western Europe,2012,NA,6556963.325,12041599.14,93246516,96488186,7.03%,12.48%
Western Europe,2013,NA,6586967.174,12089467.12,93670260,96836003,7.03%,12.48%
Western Europe,2014,NA,6618465.69,12146625.99,94098849,97184380,7.03%,12.50%
Western Europe,2015,NA,6659259.791,12211875.97,94516152,97516161,7.05%,12.52%
Western Europe,2016,NA,6707164.909,12284770.52,94919206,97827628,7.07%,12.56%
Western Sub-Saharan Africa,1990,NA,2253690.938,3474137.91,NA,NA,NA,NA
Western Sub-Saharan Africa,1991,NA,2307767.974,3555526.834,NA,NA,NA,NA
Western Sub-Saharan Africa,1992,NA,2369378.597,3646716.635,NA,NA,NA,NA
Western Sub-Saharan Africa,1993,NA,2434211.667,3748040.922,NA,NA,NA,NA
Western Sub-Saharan Africa,1994,NA,2501505.269,3850408.523,NA,NA,NA,NA
Western Sub-Saharan Africa,1995,NA,2575641.243,3966657.809,NA,NA,NA,NA
Western Sub-Saharan Africa,1996,NA,2652471.322,4083954.014,NA,NA,NA,NA
Western Sub-Saharan Africa,1997,NA,2735758.177,4215198.493,NA,NA,NA,NA
Western Sub-Saharan Africa,1998,NA,2824937.257,4349179.195,NA,NA,NA,NA
Western Sub-Saharan Africa,1999,NA,2918855.535,4497543.669,NA,NA,NA,NA
Western Sub-Saharan Africa,2000,NA,3018435.337,4651779.951,NA,NA,NA,NA
Western Sub-Saharan Africa,2001,NA,3092005.362,4753181.112,NA,NA,NA,NA
Western Sub-Saharan Africa,2002,NA,3176309.931,4872303.863,NA,NA,NA,NA
Western Sub-Saharan Africa,2003,NA,3259716.859,4987112.084,NA,NA,NA,NA
Western Sub-Saharan Africa,2004,NA,3353421.739,5121937.76,NA,NA,NA,NA
Western Sub-Saharan Africa,2005,NA,3448146.108,5256600.505,NA,NA,NA,NA
Western Sub-Saharan Africa,2006,NA,3548596.289,5405711.138,NA,NA,NA,NA
Western Sub-Saharan Africa,2007,NA,3655570.034,5561004.975,NA,NA,NA,NA
Western Sub-Saharan Africa,2008,NA,3768530.161,5729304.318,NA,NA,NA,NA
Western Sub-Saharan Africa,2009,NA,3892254.248,5910705.068,NA,NA,NA,NA
Western Sub-Saharan Africa,2010,NA,4020225.867,6096719.827,NA,NA,NA,NA
Western Sub-Saharan Africa,2011,NA,4104929.82,6202708.881,NA,NA,NA,NA
Western Sub-Saharan Africa,2012,NA,4188947.259,6320025.045,NA,NA,NA,NA
Western Sub-Saharan Africa,2013,NA,4273189.393,6445785.14,NA,NA,NA,NA
Western Sub-Saharan Africa,2014,NA,4379738.743,6575365.088,NA,NA,NA,NA
Western Sub-Saharan Africa,2015,NA,4475217.172,6712777.286,NA,NA,NA,NA
Western Sub-Saharan Africa,2016,NA,4583787.648,6862467.419,NA,NA,NA,NA
World,1990,OWID_WRL,67285974.58,107586542.4,2681230043,2649713464,2.51%,4.06%
World,1991,OWID_WRL,68501613.72,109313906.6,2725791021,2692967796,2.51%,4.06%
World,1992,OWID_WRL,69853743.44,111275024.4,2769237090,2735164041,2.52%,4.07%
World,1993,OWID_WRL,71221370.17,113283297.7,2811665222,2776429708,2.53%,4.08%
World,1994,OWID_WRL,72650554.16,115383885.3,2853297875,2817021622,2.55%,4.10%
World,1995,OWID_WRL,74127819.8,117582869.3,2894328047,2857146389,2.56%,4.12%
World,1996,OWID_WRL,75633512.66,119652703.8,2934741222,2896823736,2.58%,4.13%
World,1997,OWID_WRL,77152710.23,121788417.2,2974541405,2936025018,2.59%,4.15%
World,1998,OWID_WRL,78752330.68,124018063.3,3013980267,2974865801,2.61%,4.17%
World,1999,OWID_WRL,80406968.53,126343120.2,3053381286,3013486174,2.63%,4.19%
World,2000,OWID_WRL,82211713.56,128899740.8,3092996208,3052010872,2.66%,4.22%
World,2001,OWID_WRL,83612212.26,131023827.4,3132925325,3090486812,2.67%,4.24%
World,2002,OWID_WRL,85113959.96,133269079.6,3173176033,3128973666,2.68%,4.26%
World,2003,OWID_WRL,86676301.76,135650334.2,3213787887,3167621086,2.70%,4.28%
World,2004,OWID_WRL,88266006.43,138077712,3254769397,3206601398,2.71%,4.31%
World,2005,OWID_WRL,89923639.17,140622451.7,3296121711,3246037789,2.73%,4.33%
World,2006,OWID_WRL,91168873.68,142268356.7,3337862917,3285984836,2.73%,4.33%
World,2007,OWID_WRL,92438155.24,143955788.8,3379997647,3326420927,2.73%,4.33%
World,2008,OWID_WRL,93775444.69,145762976.9,3422482710,3367288592,2.74%,4.33%
World,2009,OWID_WRL,95136305.85,147622035,3465252642,3408488395,2.75%,4.33%
World,2010,OWID_WRL,96563236.33,149576283.9,3508239442,3449929767,2.75%,4.34%
World,2011,OWID_WRL,97986649.79,151515888.7,3551413465,3491595141,2.76%,4.34%
World,2012,OWID_WRL,99447971.7,153553027.4,3594722163,3533454751,2.77%,4.35%
World,2013,OWID_WRL,100931330.8,155627943,3638041425,3575385003,2.77%,4.35%
World,2014,OWID_WRL,102485996.7,157780154.7,3681220073,3617232877,2.78%,4.36%
World,2015,OWID_WRL,104122507.8,160063708.1,3724132110,3658876550,2.80%,4.37%
World,2016,OWID_WRL,105772120.9,162350698.3,3766715068,3700249112,2.81%,4.39%
Yemen,1990,YEM,134663.4036,203882.8115,5972489,6084553,2.25%,3.35%
Yemen,1991,YEM,143411.9283,213737.9527,6300938,6360671,2.28%,3.36%
Yemen,1992,YEM,153283.8642,225084.6984,6667994,6657591,2.30%,3.38%
Yemen,1993,YEM,164272.1653,237106.9617,7052293,6964949,2.33%,3.40%
Yemen,1994,YEM,175002.9258,248806.8638,7424172,7268520,2.36%,3.42%
Yemen,1995,YEM,185516.2586,261445.2319,7762540,7558121,2.39%,3.46%
Yemen,1996,YEM,192305.3624,270473.7536,8059503,7829935,2.39%,3.45%
Yemen,1997,YEM,199395.8942,280692.9485,8321888,8087066,2.40%,3.47%
Yemen,1998,YEM,205851.0273,290529.6509,8561384,8334827,2.40%,3.49%
Yemen,1999,YEM,213169.5262,301346.0654,8796400,8581696,2.42%,3.51%
Yemen,2000,YEM,221128.0504,312681.8277,9040678,8834050,2.45%,3.54%
Yemen,2001,YEM,228843.125,323978.4143,9297026,9093107,2.46%,3.56%
Yemen,2002,YEM,236816.6029,334912.899,9561854,9357321,2.48%,3.58%
Yemen,2003,YEM,245078.8829,346722.9644,9834995,9627088,2.49%,3.60%
Yemen,2004,YEM,254297.1166,358819.0735,10114781,9902287,2.51%,3.62%
Yemen,2005,YEM,264021.3328,372635.5394,10400053,10182878,2.54%,3.66%
Yemen,2006,YEM,273273.8521,386040.6478,10691365,10469175,2.56%,3.69%
Yemen,2007,YEM,282844.9898,400225.4223,10989936,10761669,2.57%,3.72%
Yemen,2008,YEM,293173.986,414699.6895,11295770,11060629,2.60%,3.75%
Yemen,2009,YEM,304170.748,430930.5001,11608709,11366223,2.62%,3.79%
Yemen,2010,YEM,315867.8805,446579.2127,11928388,11678403,2.65%,3.82%
Yemen,2011,YEM,326654.0415,460438.0538,12254906,11997299,2.67%,3.84%
Yemen,2012,YEM,338241.1254,476571.3875,12587629,12322345,2.69%,3.87%
Yemen,2013,YEM,349149.735,492045.7784,12924486,12651843,2.70%,3.89%
Yemen,2014,YEM,362357.9992,508640.9702,13262799,12983529,2.73%,3.92%
Yemen,2015,YEM,374311.1416,525443.1148,13600527,13315676,2.75%,3.95%
Yemen,2016,YEM,386801.3713,540909.581,13936713,13647496,2.78%,3.96%
Zambia,1990,ZMB,94866.52486,120448.13,3978480,4048764,2.38%,2.97%
Zambia,1991,ZMB,97332.61455,123471.9179,4082315,4157413,2.38%,2.97%
Zambia,1992,ZMB,100314.0356,127005.119,4186085,4266189,2.40%,2.98%
Zambia,1993,ZMB,103350.6658,130393.4673,4291978,4377192,2.41%,2.98%
Zambia,1994,ZMB,106404.9558,134514.2725,4402908,4493200,2.42%,2.99%
Zambia,1995,ZMB,109865.3476,138565.0429,4520928,4616158,2.43%,3.00%
Zambia,1996,ZMB,112111.9234,141057.1308,4647150,4747153,2.41%,2.97%
Zambia,1997,ZMB,114499.7798,144562.039,4780999,4885578,2.39%,2.96%
Zambia,1998,ZMB,117167.2355,147433.0346,4920738,5029486,2.38%,2.93%
Zambia,1999,ZMB,119834.2697,150415.806,5063726,5175983,2.37%,2.91%
Zambia,2000,ZMB,122687.7575,154041.0147,5208135,5323082,2.36%,2.89%
Zambia,2001,ZMB,125762.8541,157413.9055,5353714,5470412,2.35%,2.88%
Zambia,2002,ZMB,129104.8013,160713.862,5501393,5619008,2.35%,2.86%
Zambia,2003,ZMB,132527.4447,164372.3721,5652012,5769968,2.34%,2.85%
Zambia,2004,ZMB,136345.9682,168337.9215,5806820,5924934,2.35%,2.84%
Zambia,2005,ZMB,140059.2461,172607.158,5966889,6085268,2.35%,2.84%
